city,dataset_key,resolution,weight_scheme,scheme_type,parameter,time_windows_available,time_windows_sampled,time_windows_tested,n_permutations,alpha,median_observed_morans_i,p10_observed_morans_i,p90_observed_morans_i,positive_sig_pct,negative_sig_pct,two_sided_sig_pct,median_p_positive,median_p_two_sided,median_valid_sensor_count,min_valid_sensor_count,scenario,scenario_description,sensors_retained,baseline_median_observed_morans_i,baseline_positive_sig_pct,baseline_two_sided_sig_pct,delta_median_observed_morans_i,delta_positive_sig_pct,delta_two_sided_sig_pct
Dhaka,dhaka_lcs,daily,knn_5,k_nearest_neighbor,5,365,240,240,199,0.05,-0.03960651589355024,-0.13038298384162056,0.054450357984066756,4.166666666666666,3.3333333333333335,2.5,0.495,0.565,33.0,15.0,daily_ge_50pct_gap_le_90d,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 90 days.,35,-0.03960651589355024,3.75,3.75,0.0,0.4166666666666661,-1.25
Dhaka,dhaka_lcs,daily,knn_8,k_nearest_neighbor,8,365,240,240,199,0.05,-0.016351079012556537,-0.09032178912433032,0.07135787934942979,7.5,2.5,3.3333333333333335,0.3675,0.53,33.0,15.0,daily_ge_50pct_gap_le_90d,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 90 days.,35,-0.016351079012556537,5.833333333333333,2.5,0.0,1.666666666666667,0.8333333333333335
Dhaka,dhaka_lcs,highest_hourly,band_2km,distance_band,2,8760,120,120,199,0.05,0.04272121391326461,-0.17352466234356254,0.2083500554220534,7.5,3.3333333333333335,4.166666666666666,0.24,0.36,31.0,13.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,0.04272121391326461,8.333333333333332,5.833333333333333,0.0,-0.8333333333333321,-1.666666666666667
Dhaka,dhaka_lcs,highest_hourly,band_5km,distance_band,5,8760,120,120,199,0.05,0.0016838624953675525,-0.09491616360813214,0.12257043535782984,30.0,3.3333333333333335,20.0,0.245,0.23,31.0,13.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,0.0016838624953675525,29.166666666666668,21.666666666666668,0.0,0.8333333333333321,-1.6666666666666679
Dhaka,dhaka_lcs,highest_hourly,band_10km,distance_band,10,8760,120,120,199,0.05,-0.021260758999508605,-0.0689066765476007,0.0502181705379012,27.500000000000004,3.3333333333333335,23.333333333333332,0.2475,0.28,31.0,13.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,-0.021260758999508605,25.0,20.0,0.0,2.5000000000000036,3.333333333333332
Dhaka,dhaka_lcs,highest_hourly,knn_4,k_nearest_neighbor,4,8760,120,120,199,0.05,0.0009813439935246974,-0.1367928984226734,0.153714317159763,10.0,1.6666666666666667,6.666666666666667,0.345,0.44,31.0,13.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,0.0009813439935246974,10.0,5.0,0.0,0.0,1.666666666666667
Dhaka,dhaka_lcs,highest_hourly,knn_5,k_nearest_neighbor,5,8760,120,120,199,0.05,-0.018612125608032,-0.14058119393155258,0.15405703148434458,12.5,4.166666666666666,10.833333333333334,0.405,0.45,31.0,13.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,-0.018612125608032,13.333333333333334,8.333333333333332,0.0,-0.8333333333333339,2.5000000000000018
Dhaka,dhaka_lcs,highest_hourly,knn_8,k_nearest_neighbor,8,8760,120,120,199,0.05,-0.0072428054839526945,-0.10177988440233166,0.13291913015190548,15.833333333333332,3.3333333333333335,13.333333333333334,0.275,0.325,31.0,13.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,-0.0072428054839526945,17.5,13.333333333333334,0.0,-1.6666666666666679,0.0
Dhaka,dhaka_lcs,daily,band_2km,distance_band,2,365,240,240,199,0.05,0.07025383696705616,-0.08776509801675725,0.2083614662967033,9.166666666666666,0.0,2.9166666666666665,0.2025,0.365,33.0,15.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,0.07025383696705616,7.083333333333333,2.083333333333333,0.0,2.083333333333333,0.8333333333333335
Dhaka,dhaka_lcs,daily,band_5km,distance_band,5,365,240,240,199,0.05,-0.003978487981036371,-0.0761915855771769,0.09490813516049208,19.166666666666668,0.4166666666666667,10.833333333333334,0.285,0.4,33.0,15.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,-0.003978487981036371,18.333333333333332,10.833333333333334,0.0,0.8333333333333357,0.0
Dhaka,dhaka_lcs,daily,band_10km,distance_band,10,365,240,240,199,0.05,-0.02597399941996785,-0.06139803078792506,0.020421304312726336,15.0,4.166666666666666,10.833333333333334,0.3625,0.38,33.0,15.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,-0.02597399941996785,11.666666666666666,9.166666666666666,0.0,3.333333333333334,1.6666666666666679
Dhaka,dhaka_lcs,daily,knn_4,k_nearest_neighbor,4,365,240,240,199,0.05,-0.03039922149174855,-0.12903708308715114,0.09472996133056398,4.166666666666666,2.083333333333333,2.5,0.4775,0.61,33.0,15.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,-0.03039922149174855,4.166666666666666,2.9166666666666665,0.0,0.0,-0.4166666666666665
Dhaka,dhaka_lcs,daily,knn_5,k_nearest_neighbor,5,365,240,240,199,0.05,-0.03960651589355024,-0.13038298384162056,0.054450357984066756,3.3333333333333335,2.9166666666666665,2.9166666666666665,0.505,0.57,33.0,15.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,-0.03960651589355024,3.75,3.75,0.0,-0.4166666666666665,-0.8333333333333335
Dhaka,dhaka_lcs,daily,knn_8,k_nearest_neighbor,8,365,240,240,199,0.05,-0.016351079012556537,-0.09032178912433032,0.07135787934942979,6.25,1.6666666666666667,3.75,0.3675,0.53,33.0,15.0,daily_ge_50pct_gap_le_25pct_period,Retain sensors with valid daily means on at least 50% of days and longest daily missing run no more than 25% of the study period.,35,-0.016351079012556537,5.833333333333333,2.5,0.0,0.41666666666666696,1.25
Lucknow,lucknow_lcs,highest_hourly,band_2km,distance_band,2,8760,120,120,199,0.05,0.0333418429032903,-0.19926263405367672,0.25950928500021303,5.0,1.6666666666666667,2.5,0.405,0.59,52.0,38.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,0.0333418429032903,5.0,2.5,0.0,0.0,0.0
Lucknow,lucknow_lcs,highest_hourly,band_5km,distance_band,5,8760,120,120,199,0.05,0.02465638806938129,-0.061639781626505075,0.16470134857805127,23.333333333333332,0.8333333333333334,17.5,0.2275,0.345,52.0,38.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,0.02465638806938129,23.333333333333332,17.5,0.0,0.0,0.0
Lucknow,lucknow_lcs,highest_hourly,band_10km,distance_band,10,8760,120,120,199,0.05,0.0026420857062071064,-0.046651810172300155,0.08601610951636653,31.666666666666664,0.8333333333333334,26.666666666666668,0.21,0.28,52.0,38.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,0.0026420857062071064,31.666666666666664,26.666666666666668,0.0,0.0,0.0
Lucknow,lucknow_lcs,highest_hourly,knn_4,k_nearest_neighbor,4,8760,120,120,199,0.05,0.05920403321208861,-0.08899663285246034,0.28783921406664537,25.833333333333336,0.8333333333333334,18.333333333333332,0.225,0.32,52.0,38.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,0.05920403321208861,25.833333333333336,18.333333333333332,0.0,0.0,0.0
Lucknow,lucknow_lcs,highest_hourly,knn_5,k_nearest_neighbor,5,8760,120,120,199,0.05,0.042663293452369966,-0.1049207825421345,0.2588633015368917,27.500000000000004,1.6666666666666667,20.0,0.1875,0.245,52.0,38.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,0.042663293452369966,27.500000000000004,20.0,0.0,0.0,0.0
Lucknow,lucknow_lcs,highest_hourly,knn_8,k_nearest_neighbor,8,8760,120,120,199,0.05,0.05107948481133963,-0.06551906863007145,0.21624636899581504,30.0,1.6666666666666667,23.333333333333332,0.155,0.28500000000000003,52.0,38.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,0.05107948481133963,30.0,23.333333333333332,0.0,0.0,0.0
Lucknow,lucknow_lcs,daily,band_2km,distance_band,2,365,240,240,199,0.05,-0.042789349502042134,-0.1942893295628236,0.130769062553052,0.4166666666666667,0.0,0.0,0.56,0.64,56.0,39.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,-0.042789349502042134,0.4166666666666667,0.0,0.0,0.0,0.0
Lucknow,lucknow_lcs,daily,band_5km,distance_band,5,365,240,240,199,0.05,0.0037865519655639187,-0.06781776732237325,0.09493725053281805,11.666666666666666,0.8333333333333334,6.666666666666667,0.3375,0.51,56.0,39.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,0.0037865519655639187,11.666666666666666,6.666666666666667,0.0,0.0,0.0
Lucknow,lucknow_lcs,daily,band_10km,distance_band,10,365,240,240,199,0.05,-0.01231976833347279,-0.04325372756317472,0.032607673472035414,11.25,2.083333333333333,7.083333333333333,0.3825,0.425,56.0,39.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,-0.01231976833347279,11.25,7.083333333333333,0.0,0.0,0.0
Lucknow,lucknow_lcs,daily,knn_4,k_nearest_neighbor,4,365,240,240,199,0.05,-0.01877804712515852,-0.12031305765298954,0.08671609980677208,4.166666666666666,1.6666666666666667,3.3333333333333335,0.4825,0.55,56.0,39.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,-0.01877804712515852,4.166666666666666,3.3333333333333335,0.0,0.0,0.0
Lucknow,lucknow_lcs,daily,knn_5,k_nearest_neighbor,5,365,240,240,199,0.05,-0.019138519076425047,-0.12785552747407267,0.09621719718715924,5.833333333333333,2.5,4.166666666666666,0.4825,0.48,56.0,39.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,-0.019138519076425047,5.833333333333333,4.166666666666666,0.0,0.0,0.0
Lucknow,lucknow_lcs,daily,knn_8,k_nearest_neighbor,8,365,240,240,199,0.05,0.006303754062505013,-0.05709649566898598,0.09628689781435763,11.25,0.8333333333333334,7.083333333333333,0.315,0.475,56.0,39.0,baseline_ge_1h,All sensors; daily value kept when a sensor has at least one valid hourly record that day.,71,0.006303754062505013,11.25,7.083333333333333,0.0,0.0,0.0
Lucknow,lucknow_lcs,daily,band_2km,distance_band,2,365,240,240,199,0.05,-0.057288314339636576,-0.24712905159245305,0.1638636287152144,0.4166666666666667,1.25,0.0,0.59,0.62,53.0,38.0,daily_ge_12h,All sensors; daily value kept only when a sensor has at least 12 valid hourly records that day.,71,-0.042789349502042134,0.4166666666666667,0.0,-0.014498964837594441,0.0,0.0
Lucknow,lucknow_lcs,daily,band_5km,distance_band,5,365,240,240,199,0.05,-0.011858344532466964,-0.08554840618219062,0.07677763719810926,7.5,1.25,3.75,0.425,0.495,53.0,38.0,daily_ge_12h,All sensors; daily value kept only when a sensor has at least 12 valid hourly records that day.,71,0.0037865519655639187,11.666666666666666,6.666666666666667,-0.015644896498030882,-4.166666666666666,-2.916666666666667
Lucknow,lucknow_lcs,daily,band_10km,distance_band,10,365,240,240,199,0.05,-0.006083526446592602,-0.04649738228085702,0.036907259506523106,13.750000000000002,0.8333333333333334,8.333333333333332,0.2825,0.37,53.0,38.0,daily_ge_12h,All sensors; daily value kept only when a sensor has at least 12 valid hourly records that day.,71,-0.01231976833347279,11.25,7.083333333333333,0.006236241886880187,2.5000000000000018,1.2499999999999991
Lucknow,lucknow_lcs,daily,knn_4,k_nearest_neighbor,4,365,240,240,199,0.05,-0.015838255560454616,-0.1431688279694245,0.09735660372776715,6.25,4.166666666666666,3.75,0.47,0.56,53.0,38.0,daily_ge_12h,All sensors; daily value kept only when a sensor has at least 12 valid hourly records that day.,71,-0.01877804712515852,4.166666666666666,3.3333333333333335,0.002939791564703906,2.083333333333334,0.4166666666666665
Lucknow,lucknow_lcs,daily,knn_5,k_nearest_neighbor,5,365,240,240,199,0.05,-0.01715672126779432,-0.1438627561744343,0.10807665472752906,8.75,6.25,7.5,0.47,0.515,53.0,38.0,daily_ge_12h,All sensors; daily value kept only when a sensor has at least 12 valid hourly records that day.,71,-0.019138519076425047,5.833333333333333,4.166666666666666,0.0019817978086307253,2.916666666666667,3.333333333333334
Lucknow,lucknow_lcs,daily,knn_8,k_nearest_neighbor,8,365,240,240,199,0.05,-0.000740575340204894,-0.08117377853949372,0.10755599445153448,11.666666666666666,1.25,10.0,0.3525,0.46,53.0,38.0,daily_ge_12h,All sensors; daily value kept only when a sensor has at least 12 valid hourly records that day.,71,0.006303754062505013,11.25,7.083333333333333,-0.007044329402709907,0.4166666666666661,2.916666666666667
Lucknow,lucknow_lcs,daily,band_2km,distance_band,2,365,240,240,199,0.05,-0.06167687150264675,-0.264837339499828,0.158939396411921,0.0,1.25,0.4166666666666667,0.585,0.59,50.5,33.0,daily_ge_18h,All sensors; daily value kept only when a sensor has at least 18 valid hourly records that day.,71,-0.042789349502042134,0.4166666666666667,0.0,-0.018887522000604617,-0.4166666666666667,0.4166666666666667
Lucknow,lucknow_lcs,daily,band_5km,distance_band,5,365,240,240,199,0.05,-0.019777613254865906,-0.1013757288313663,0.07413547662462432,6.666666666666667,3.75,5.0,0.47,0.505,50.5,33.0,daily_ge_18h,All sensors; daily value kept only when a sensor has at least 18 valid hourly records that day.,71,0.0037865519655639187,11.666666666666666,6.666666666666667,-0.023564165220429825,-4.999999999999999,-1.666666666666667
Lucknow,lucknow_lcs,daily,band_10km,distance_band,10,365,240,240,199,0.05,-0.01153654590369664,-0.04702548786531532,0.03901767720433906,13.750000000000002,2.5,9.166666666666666,0.3675,0.445,50.5,33.0,daily_ge_18h,All sensors; daily value kept only when a sensor has at least 18 valid hourly records that day.,71,-0.01231976833347279,11.25,7.083333333333333,0.0007832224297761488,2.5000000000000018,2.083333333333333
Lucknow,lucknow_lcs,daily,knn_4,k_nearest_neighbor,4,365,240,240,199,0.05,-0.01988786970881642,-0.14659885622275645,0.11524156178953666,5.833333333333333,2.9166666666666665,4.166666666666666,0.49,0.49,50.5,33.0,daily_ge_18h,All sensors; daily value kept only when a sensor has at least 18 valid hourly records that day.,71,-0.01877804712515852,4.166666666666666,3.3333333333333335,-0.0011098225836578997,1.666666666666667,0.8333333333333326
Lucknow,lucknow_lcs,daily,knn_5,k_nearest_neighbor,5,365,240,240,199,0.05,-0.01476155583961766,-0.14037793503613755,0.11622515983742882,8.333333333333332,6.25,7.5,0.4575,0.435,50.5,33.0,daily_ge_18h,All sensors; daily value kept only when a sensor has at least 18 valid hourly records that day.,71,-0.019138519076425047,5.833333333333333,4.166666666666666,0.004376963236807387,2.499999999999999,3.333333333333334
Lucknow,lucknow_lcs,daily,knn_8,k_nearest_neighbor,8,365,240,240,199,0.05,-0.0037429726167248797,-0.08529480191372336,0.1067334439486366,10.416666666666668,2.9166666666666665,6.666666666666667,0.375,0.415,50.5,33.0,daily_ge_18h,All sensors; daily value kept only when a sensor has at least 18 valid hourly records that day.,71,0.006303754062505013,11.25,7.083333333333333,-0.010046726679229893,-0.8333333333333321,-0.4166666666666661
Lucknow,lucknow_lcs,highest_hourly,band_2km,distance_band,2,8760,120,120,199,0.05,0.058453894245029725,-0.2974531453446012,0.49828482097398424,6.666666666666667,1.6666666666666667,4.166666666666666,0.395,0.52,30.0,25.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,0.0333418429032903,5.0,2.5,0.025112051341739425,1.666666666666667,1.666666666666666
Lucknow,lucknow_lcs,highest_hourly,band_5km,distance_band,5,8760,120,120,199,0.05,0.014758086352830251,-0.12781411791970645,0.17687544595635873,11.666666666666666,1.6666666666666667,6.666666666666667,0.3,0.47,30.0,25.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,0.02465638806938129,23.333333333333332,17.5,-0.009898301716551039,-11.666666666666666,-10.833333333333332
Lucknow,lucknow_lcs,highest_hourly,band_10km,distance_band,10,8760,120,120,199,0.05,0.00019583988818920174,-0.07311177338914857,0.08592779331506768,14.166666666666666,0.8333333333333334,10.833333333333334,0.2575,0.38,30.0,25.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,0.0026420857062071064,31.666666666666664,26.666666666666668,-0.002446245818017905,-17.5,-15.833333333333334
Lucknow,lucknow_lcs,highest_hourly,knn_4,k_nearest_neighbor,4,8760,120,120,199,0.05,0.015013502482559116,-0.12540998879155496,0.21054015842668805,20.833333333333336,0.8333333333333334,13.333333333333334,0.3025,0.33,30.0,25.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,0.05920403321208861,25.833333333333336,18.333333333333332,-0.04419053072952949,-5.0,-4.999999999999998
Lucknow,lucknow_lcs,highest_hourly,knn_5,k_nearest_neighbor,5,8760,120,120,199,0.05,0.02932845037457736,-0.08771509247597636,0.1927602970398818,20.0,0.8333333333333334,11.666666666666666,0.20750000000000002,0.355,30.0,25.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,0.042663293452369966,27.500000000000004,20.0,-0.013334843077792605,-7.5000000000000036,-8.333333333333334
Lucknow,lucknow_lcs,highest_hourly,knn_8,k_nearest_neighbor,8,8760,120,120,199,0.05,0.01252130043074454,-0.06127610395865274,0.13766305012289634,22.5,0.0,12.5,0.2125,0.39,30.0,25.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,0.05107948481133963,30.0,23.333333333333332,-0.03855818438059509,-7.5,-10.833333333333332
Lucknow,lucknow_lcs,daily,band_2km,distance_band,2,365,240,240,199,0.05,-0.044181215948219124,-0.3815911471852682,0.3512319495949844,1.6666666666666667,0.8333333333333334,1.25,0.53,0.5,31.0,28.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,-0.042789349502042134,0.4166666666666667,0.0,-0.0013918664461769897,1.25,1.25
Lucknow,lucknow_lcs,daily,band_5km,distance_band,5,365,240,240,199,0.05,-0.019516333891911798,-0.14091377260155416,0.10787593356756274,4.583333333333333,0.8333333333333334,2.083333333333333,0.435,0.54,31.0,28.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,0.0037865519655639187,11.666666666666666,6.666666666666667,-0.023302885857475718,-7.083333333333333,-4.583333333333334
Lucknow,lucknow_lcs,daily,band_10km,distance_band,10,365,240,240,199,0.05,-0.02885055193380679,-0.07418308389099346,0.03904265109039383,5.416666666666667,0.8333333333333334,2.083333333333333,0.4175,0.54,31.0,28.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,-0.01231976833347279,11.25,7.083333333333333,-0.016530783600334,-5.833333333333333,-5.0
Lucknow,lucknow_lcs,daily,knn_4,k_nearest_neighbor,4,365,240,240,199,0.05,-0.023420120066912943,-0.1505595746901372,0.13054453143116915,7.083333333333333,4.583333333333333,5.0,0.4375,0.46,31.0,28.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,-0.01877804712515852,4.166666666666666,3.3333333333333335,-0.0046420729417544215,2.916666666666667,1.6666666666666665
Lucknow,lucknow_lcs,daily,knn_5,k_nearest_neighbor,5,365,240,240,199,0.05,-0.009776729204033264,-0.10708945150298062,0.12482062723273059,8.333333333333332,2.083333333333333,6.666666666666667,0.3725,0.485,31.0,28.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,-0.019138519076425047,5.833333333333333,4.166666666666666,0.009361789872391783,2.499999999999999,2.500000000000001
Lucknow,lucknow_lcs,daily,knn_8,k_nearest_neighbor,8,365,240,240,199,0.05,-0.005937500225094299,-0.0962800774375131,0.0903875626633717,10.0,1.25,5.833333333333333,0.295,0.42,31.0,28.0,record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records; daily value kept with at least one valid hourly record.,34,0.006303754062505013,11.25,7.083333333333333,-0.012241254287599312,-1.25,-1.25
Lucknow,lucknow_lcs,daily,band_2km,distance_band,2,365,240,240,199,0.05,-0.03489845554013879,-0.40104258022000133,0.36118241546558083,2.083333333333333,2.5,1.25,0.52,0.5,30.0,25.0,daily_ge_18h_record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records and require at least 18 valid hourly records per retained sensor-day.,34,-0.042789349502042134,0.4166666666666667,0.0,0.007890893961903345,1.6666666666666663,1.25
Lucknow,lucknow_lcs,daily,band_5km,distance_band,5,365,240,240,199,0.05,-0.02300438832054252,-0.15625136442885848,0.11136431168947603,5.0,2.083333333333333,3.3333333333333335,0.43,0.55,30.0,25.0,daily_ge_18h_record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records and require at least 18 valid hourly records per retained sensor-day.,34,0.0037865519655639187,11.666666666666666,6.666666666666667,-0.02679094028610644,-6.666666666666666,-3.3333333333333335
Lucknow,lucknow_lcs,daily,band_10km,distance_band,10,365,240,240,199,0.05,-0.030639528927024456,-0.077067046753052,0.03562466419384875,5.416666666666667,0.0,2.083333333333333,0.4325,0.555,30.0,25.0,daily_ge_18h_record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records and require at least 18 valid hourly records per retained sensor-day.,34,-0.01231976833347279,11.25,7.083333333333333,-0.018319760593551667,-5.833333333333333,-5.0
Lucknow,lucknow_lcs,daily,knn_4,k_nearest_neighbor,4,365,240,240,199,0.05,-0.03200550518481656,-0.16186208894064621,0.13809426380930415,7.083333333333333,4.583333333333333,7.083333333333333,0.46499999999999997,0.45,30.0,25.0,daily_ge_18h_record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records and require at least 18 valid hourly records per retained sensor-day.,34,-0.01877804712515852,4.166666666666666,3.3333333333333335,-0.01322745805965804,2.916666666666667,3.7499999999999996
Lucknow,lucknow_lcs,daily,knn_5,k_nearest_neighbor,5,365,240,240,199,0.05,-0.007359881400381912,-0.11571069914304417,0.13821895549453264,10.0,2.5,6.25,0.3525,0.455,30.0,25.0,daily_ge_18h_record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records and require at least 18 valid hourly records per retained sensor-day.,34,-0.019138519076425047,5.833333333333333,4.166666666666666,0.011778637676043134,4.166666666666667,2.083333333333334
Lucknow,lucknow_lcs,daily,knn_8,k_nearest_neighbor,8,365,240,240,199,0.05,-0.005491712531460026,-0.10158025010236678,0.09445566763542326,11.25,2.083333333333333,6.666666666666667,0.295,0.395,30.0,25.0,daily_ge_18h_record_uptime_ge_75pct,Retain sensors with at least 75% valid hourly records and require at least 18 valid hourly records per retained sensor-day.,34,0.006303754062505013,11.25,7.083333333333333,-0.01179546659396504,0.0,-0.4166666666666661
Lucknow,lucknow_lcs,highest_hourly,band_2km,distance_band,2,8760,120,120,199,0.05,0.07391804233830823,-0.31944960982702003,0.5853552611476608,6.666666666666667,0.8333333333333334,3.3333333333333335,0.35,0.44,30.0,23.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,0.0333418429032903,5.0,2.5,0.04057619943501793,1.666666666666667,0.8333333333333335
Lucknow,lucknow_lcs,highest_hourly,band_5km,distance_band,5,8760,120,120,199,0.05,0.036858677061804325,-0.08380824370529584,0.18070835401353103,12.5,0.0,7.5,0.245,0.445,30.0,23.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,0.02465638806938129,23.333333333333332,17.5,0.012202288992423035,-10.833333333333332,-10.0
Lucknow,lucknow_lcs,highest_hourly,band_10km,distance_band,10,8760,120,120,199,0.05,0.002314641893303667,-0.06855765532834668,0.09941451009903957,25.0,1.6666666666666667,10.0,0.235,0.29000000000000004,30.0,23.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,0.0026420857062071064,31.666666666666664,26.666666666666668,-0.0003274438129034396,-6.666666666666664,-16.666666666666668
Lucknow,lucknow_lcs,highest_hourly,knn_4,k_nearest_neighbor,4,8760,120,120,199,0.05,0.01827177890088433,-0.12645717813931223,0.2572293271387072,16.666666666666664,0.0,13.333333333333334,0.3025,0.415,30.0,23.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,0.05920403321208861,25.833333333333336,18.333333333333332,-0.04093225431120427,-9.166666666666671,-4.999999999999998
Lucknow,lucknow_lcs,highest_hourly,knn_5,k_nearest_neighbor,5,8760,120,120,199,0.05,0.01771604572931385,-0.10732070126355023,0.214668578097921,17.5,0.8333333333333334,13.333333333333334,0.275,0.395,30.0,23.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,0.042663293452369966,27.500000000000004,20.0,-0.024947247723056117,-10.000000000000004,-6.666666666666666
Lucknow,lucknow_lcs,highest_hourly,knn_8,k_nearest_neighbor,8,8760,120,120,199,0.05,0.0014784451500454074,-0.08409986451899311,0.15385297372845175,21.666666666666668,1.6666666666666667,15.833333333333332,0.25,0.425,30.0,23.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,0.05107948481133963,30.0,23.333333333333332,-0.04960103966129422,-8.333333333333332,-7.5
Lucknow,lucknow_lcs,daily,band_2km,distance_band,2,365,240,240,199,0.05,0.12097410757476129,-0.3807108754413792,0.6463446718475732,8.333333333333332,0.4166666666666667,2.5,0.3375,0.44,31.0,27.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,-0.042789349502042134,0.4166666666666667,0.0,0.16376345707680343,7.916666666666665,2.5
Lucknow,lucknow_lcs,daily,band_5km,distance_band,5,365,240,240,199,0.05,-0.007294661742325315,-0.10284101517775371,0.15321772497087086,10.416666666666668,0.8333333333333334,4.583333333333333,0.3875,0.575,31.0,27.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,0.0037865519655639187,11.666666666666666,6.666666666666667,-0.011081213707889233,-1.2499999999999982,-2.083333333333334
Lucknow,lucknow_lcs,daily,band_10km,distance_band,10,365,240,240,199,0.05,-0.006531173568880626,-0.07496435181392892,0.06520161267177195,16.666666666666664,2.083333333333333,11.666666666666666,0.2775,0.395,31.0,27.0,drop_hourly_gap_gt_30d,Retain sensors whose longest hourly missing run is no more than 30 days; daily value kept with at least one valid hourly record.,34,-0.01231976833347279,11.25,7.083333333333333,0.005788594764592163,5.416666666666664,4.583333333333333
